5499,5743,"Rebalans proračuna Republike Slovenije za leto 2015 - Amandma: 2431 Direkcija Republike Slovenije za infrastrukturo (130202) 12.2.2015 [ZaAB - Poslanska skupina Zavezništvo Alenke Bratušek] (pod številko 3)","9. izredna seja",x,x,x
5498,5742,"Rebalans proračuna Republike Slovenije za leto 2015 - Amandma: 2431 Direkcija Republike Slovenije za infrastrukturo  (130202) 12.2.2015 [ZaAB - Poslanska skupina Zavezništvo Alenke Bratušek] (pod številko 4)","9. izredna seja",x,x,x
5497,5741,"Rebalans proračuna Republike Slovenije za leto 2015 - Amandma: 2431 Direkcija Republike Slovenije za infrastrukturo  (130202) 12.2.2015 [ZaAB - Poslanska skupina Zavezništvo Alenke Bratušek] (pod številko 5)","9. izredna seja",x,x,x
5562,5806,"|Sklep o spremembah Sklepa o sestavi in imenovanju predsednika",podpredsednika,x,x,x
5563,5807,"|Sklep o spremembah Sklepa o sestavi in imenovanju predsednika",podpredsednika,x,x,x
5564,5808,"|Sklep o imenovanju predsednice Odbora za izobraževanje",znanost,x,x,x
5579,5823,"Sklep o izvolitvi sodnikov porotnikov Delovnega sodišča v Kopru - Glasovanje","11. redna seja",x,x,x
5615,5859,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 2. členu 13.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke] (prvi amandma)","10. redna seja",x,x,x
5614,5858,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 2. členu 13.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke] (drugi amandma)","10. redna seja",x,x,x
5641,5885,"Zakon o sistemskih preiskavah projektov državnega pomena - Evidenčni sklep o primernosti predloga zakona 10.7.2015","10. redna seja",x,x,x
5642,5886,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Evidenčni sklep da se tretja obravnava opravi na isti seji 10.7.2015","10. redna seja",x,x,x
5645,5889,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 93. členu 3.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke]","10. redna seja",x,x,x
5646,5890,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 43. členu 3.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke]","10. redna seja",x,x,x
5647,5891,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 23. členu 3.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke]","10. redna seja",x,x,x
5651,5895,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 2. členu 3.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke] (pod točko 4)","10. redna seja",x,x,x
5653,5897,"Zakon o spremembah in dopolnitvah Zakona o gospodarskih družbah - Amandma: K 2. členu 3.7.2015 [SDS - Poslanska skupina Slovenske demokratske stranke] (pod točko 2)","10. redna seja",x,x,x
5663,5907,"Deklaracija o zunanji politiki Republike Slovenije - Amandma: k IV. poglavju 3.7.2015 [DeSUS - Poslanska skupina Demokratične stranke upokojencev Slovenije]","10. redna seja",x,x,x
5676,5920,"Zakon o spremembah in dopolnitvah Kazenskega zakonika - Amandma: K 16. členu 3.7.2015 [ZaAB - Poslanska skupina Zavezništvo Alenke Bratušek]","10. redna seja",x,x,x
5677,5921,"Zakon o spremembah in dopolnitvah Kazenskega zakonika - Amandma: K 16. členu 3.7.2015 [ZL - Poslanska skupina Združena levica]","10. redna seja",x,x,x
5679,5923,"Zakon o spremembah in dopolnitvah Zakona o izvršbi in zavarovanju - Amandma: K 2. členu 3.7.2015 [ZL - Poslanska skupina Združena levica]","10. redna seja",x,x,x
